,,,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Corner 3,Corner 3,,,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3
PLAYER_ID,PLAYER,SEASON,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,TOTAL_FGM,TOTAL_FGA,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ
203493,R. Bullock,2017-18,85,124,22,69,35,72,16,35,18,43,91,202,34,78,301.0,623.0,0.69,0.32,0.49,0.46,0.42,0.45,0.44,0.2,0.11,0.12,0.06,0.07,0.32,0.13
203493,R. Bullock,2018-19,47,79,9,45,41,77,28,66,15,39,105,288,43,105,288.0,699.0,0.59,0.2,0.53,0.42,0.38,0.36,0.41,0.11,0.06,0.11,0.09,0.06,0.41,0.15
203493,R. Bullock,2019-20,25,39,5,18,23,56,4,16,5,17,28,78,9,33,99.0,257.0,0.64,0.28,0.41,0.25,0.29,0.36,0.27,0.15,0.07,0.22,0.06,0.07,0.3,0.13
203493,R. Bullock,2020-21,31,55,19,35,35,73,34,77,25,54,104,266,59,131,307.0,691.0,0.56,0.54,0.48,0.44,0.46,0.39,0.45,0.08,0.05,0.11,0.11,0.08,0.38,0.19
203493,R. Bullock,2021-22,34,50,9,28,18,33,38,100,34,81,68,209,72,181,273.0,682.0,0.68,0.32,0.55,0.38,0.42,0.33,0.4,0.07,0.04,0.05,0.15,0.12,0.31,0.27
203493,R. Bullock,2022-23,31,44,5,12,5,17,38,95,51,106,62,196,89,201,281.0,671.0,0.7,0.42,0.29,0.4,0.48,0.32,0.44,0.07,0.02,0.03,0.14,0.16,0.29,0.3
203493,R. Bullock,2023-24,4,4,1,5,2,6,9,17,7,12,11,38,16,29,50.0,111.0,1.0,0.2,0.33,0.53,0.58,0.29,0.55,0.04,0.05,0.05,0.15,0.11,0.34,0.26
203496,R. Covington,2015-16,86,160,6,34,12,35,14,37,10,32,145,411,24,69,297.0,778.0,0.54,0.18,0.34,0.38,0.31,0.35,0.35,0.21,0.04,0.04,0.05,0.04,0.53,0.09
203496,R. Covington,2016-17,133,242,9,41,13,37,7,19,5,20,124,370,12,39,303.0,768.0,0.55,0.22,0.35,0.37,0.25,0.34,0.31,0.32,0.05,0.05,0.02,0.03,0.48,0.05
203496,R. Covington,2017-18,107,167,16,52,19,67,11,39,13,24,179,483,24,63,369.0,895.0,0.64,0.31,0.28,0.28,0.54,0.37,0.38,0.19,0.06,0.07,0.04,0.03,0.54,0.07
203496,R. Covington,2018-19,47,71,10,30,15,37,4,13,9,17,71,194,13,30,169.0,392.0,0.66,0.33,0.41,0.31,0.53,0.37,0.43,0.18,0.08,0.09,0.03,0.04,0.49,0.08
203496,R. Covington,2019-20,113,177,21,43,10,23,9,31,16,38,136,407,25,69,330.0,788.0,0.64,0.49,0.43,0.29,0.42,0.33,0.36,0.22,0.05,0.03,0.04,0.05,0.52,0.09
203496,R. Covington,2020-21,55,97,7,35,7,21,5,19,7,29,123,307,12,48,216.0,556.0,0.57,0.2,0.33,0.26,0.24,0.4,0.25,0.17,0.06,0.04,0.03,0.05,0.55,0.09
203496,R. Covington,2021-22,65,109,11,34,5,16,15,30,23,39,90,270,38,69,247.0,567.0,0.6,0.32,0.31,0.5,0.59,0.33,0.55,0.19,0.06,0.03,0.05,0.07,0.48,0.12
203496,R. Covington,2022-23,40,60,6,27,2,6,5,14,4,8,45,114,9,22,111.0,251.0,0.67,0.22,0.33,0.36,0.5,0.39,0.41,0.24,0.11,0.02,0.06,0.03,0.45,0.09
203496,R. Covington,2023-24,17,28,6,11,1,3,2,6,5,10,12,40,7,16,50.0,114.0,0.61,0.55,0.33,0.33,0.5,0.3,0.44,0.25,0.1,0.03,0.05,0.09,0.35,0.14
203497,Rudy Gobert,2015-16,189,310,7,35,2,9,0,0,0,0,0,0,0,0,198.0,354.0,0.61,0.2,0.22,0.0,0.0,0.0,0.0,0.88,0.1,0.03,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2016-17,398,565,13,54,2,5,0,0,0,0,0,0,0,0,413.0,624.0,0.7,0.24,0.4,0.0,0.0,0.0,0.0,0.91,0.09,0.01,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2017-18,261,372,10,57,5,15,0,0,0,0,0,0,0,0,276.0,444.0,0.7,0.18,0.33,0.0,0.0,0.0,0.0,0.84,0.13,0.03,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2018-19,449,626,26,75,1,11,0,0,0,0,0,0,0,0,476.0,712.0,0.72,0.35,0.09,0.0,0.0,0.0,0.0,0.88,0.11,0.02,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2019-20,370,502,16,53,0,2,0,0,0,0,0,0,0,0,386.0,557.0,0.74,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2020-21,379,505,11,63,1,7,0,1,0,0,0,0,0,1,391.0,577.0,0.75,0.17,0.14,0.0,0.0,0.0,0.0,0.88,0.11,0.01,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2021-22,342,445,20,58,0,1,0,0,0,0,0,2,0,0,362.0,506.0,0.77,0.34,0.0,0.0,0.0,0.0,0.0,0.88,0.11,0.0,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2022-23,334,458,24,77,2,8,0,0,0,0,0,1,0,0,360.0,544.0,0.73,0.31,0.25,0.0,0.0,0.0,0.0,0.84,0.14,0.01,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2023-24,377,512,26,88,3,11,0,0,0,0,0,2,0,0,406.0,613.0,0.74,0.3,0.27,0.0,0.0,0.0,0.0,0.84,0.14,0.02,0.0,0.0,0.0,0.0
203497,Rudy Gobert,2024-25,323,427,18,76,0,7,0,0,0,0,0,0,0,0,341.0,510.0,0.76,0.24,0.0,0.0,0.0,0.0,0.0,0.84,0.15,0.01,0.0,0.0,0.0,0.0
203498,S. Muhammad,2015-16,178,283,50,122,45,124,16,42,12,25,16,84,28,67,345.0,747.0,0.63,0.41,0.36,0.38,0.48,0.19,0.42,0.38,0.16,0.17,0.06,0.03,0.11,0.09
203498,S. Muhammad,2016-17,157,232,51,121,31,100,15,38,9,21,25,86,24,59,312.0,657.0,0.68,0.42,0.31,0.39,0.43,0.29,0.41,0.35,0.18,0.15,0.06,0.03,0.13,0.09
203498,S. Muhammad,2017-18,48,83,22,57,7,21,4,8,0,2,3,17,4,10,88.0,198.0,0.58,0.39,0.33,0.5,0.0,0.18,0.4,0.42,0.29,0.11,0.04,0.01,0.09,0.05
203498,S. Muhammad,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203500,Steven Adams,2015-16,207,329,48,83,6,14,0,0,0,0,0,0,0,0,261.0,426.0,0.63,0.58,0.43,0.0,0.0,0.0,0.0,0.77,0.19,0.03,0.0,0.0,0.0,0.0
203500,Steven Adams,2016-17,263,410,108,218,3,26,0,0,0,0,0,0,0,0,374.0,654.0,0.64,0.5,0.12,0.0,0.0,0.0,0.0,0.63,0.33,0.04,0.0,0.0,0.0,0.0
203500,Steven Adams,2017-18,359,530,84,168,5,12,0,0,0,0,0,0,0,0,448.0,710.0,0.68,0.5,0.42,0.0,0.0,0.0,0.0,0.75,0.24,0.02,0.0,0.0,0.0,0.0
203500,Steven Adams,2018-19,366,559,100,223,15,25,0,0,0,0,0,0,0,0,481.0,807.0,0.65,0.45,0.6,0.0,0.0,0.0,0.0,0.69,0.28,0.03,0.0,0.0,0.0,0.0
203500,Steven Adams,2019-20,197,282,82,179,3,14,0,0,0,1,0,1,0,1,282.0,478.0,0.7,0.46,0.21,0.0,0.0,0.0,0.0,0.59,0.37,0.03,0.0,0.0,0.0,0.0
203500,Steven Adams,2020-21,149,220,38,80,2,5,0,0,0,0,0,0,0,0,189.0,305.0,0.68,0.48,0.4,0.0,0.0,0.0,0.0,0.72,0.26,0.02,0.0,0.0,0.0,0.0
203500,Steven Adams,2021-22,174,287,33,87,3,9,0,0,0,0,0,0,0,0,210.0,383.0,0.61,0.38,0.33,0.0,0.0,0.0,0.0,0.75,0.23,0.02,0.0,0.0,0.0,0.0
203500,Steven Adams,2022-23,128,203,29,57,0,2,0,1,0,0,0,0,0,1,157.0,264.0,0.63,0.51,0.0,0.0,0.0,0.0,0.0,0.77,0.22,0.01,0.0,0.0,0.0,0.0
203500,Steven Adams,2024-25,70,113,21,52,0,0,0,0,0,0,0,0,0,0,91.0,165.0,0.62,0.4,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0,0.0,0.0,0.0,0.0
203501,Tim Hardaway Jr.,2015-16,42,62,5,14,19,46,4,23,13,24,31,94,17,47,131.0,310.0,0.68,0.36,0.41,0.17,0.54,0.33,0.36,0.2,0.05,0.15,0.07,0.08,0.3,0.15
203501,Tim Hardaway Jr.,2016-17,181,283,34,73,51,139,9,30,20,40,120,343,29,70,444.0,978.0,0.64,0.47,0.37,0.3,0.5,0.35,0.41,0.29,0.07,0.14,0.03,0.04,0.35,0.07
203501,Tim Hardaway Jr.,2017-18,132,214,34,91,64,140,11,26,9,28,110,354,20,54,380.0,907.0,0.62,0.37,0.46,0.42,0.32,0.31,0.37,0.24,0.1,0.15,0.03,0.03,0.39,0.06
203501,Tim Hardaway Jr.,2018-19,103,186,41,130,84,200,5,17,15,43,142,415,20,60,410.0,1051.0,0.55,0.32,0.42,0.29,0.35,0.34,0.33,0.18,0.12,0.19,0.02,0.04,0.39,0.06
203501,Tim Hardaway Jr.,2019-20,80,135,38,101,63,136,20,52,39,77,144,380,59,129,443.0,1010.0,0.59,0.38,0.46,0.38,0.51,0.38,0.46,0.13,0.1,0.13,0.05,0.08,0.38,0.13
203501,Tim Hardaway Jr.,2020-21,112,161,35,86,53,135,17,43,24,62,166,421,41,105,448.0,1013.0,0.7,0.41,0.39,0.4,0.39,0.39,0.39,0.16,0.08,0.13,0.04,0.06,0.42,0.1
203501,Tim Hardaway Jr.,2021-22,39,62,19,48,51,119,10,32,11,32,79,233,21,64,230.0,590.0,0.63,0.4,0.43,0.31,0.34,0.34,0.33,0.11,0.08,0.2,0.05,0.05,0.39,0.11
203501,Tim Hardaway Jr.,2022-23,60,114,30,82,38,101,32,77,27,76,153,393,59,153,399.0,996.0,0.53,0.37,0.38,0.42,0.36,0.39,0.39,0.11,0.08,0.1,0.08,0.08,0.39,0.15
203501,Tim Hardaway Jr.,2023-24,75,112,35,93,71,174,25,73,36,82,150,439,61,155,453.0,1128.0,0.67,0.38,0.41,0.34,0.44,0.34,0.39,0.1,0.08,0.15,0.06,0.07,0.39,0.14
203501,Tim Hardaway Jr.,2024-25,50,73,27,62,31,88,18,43,25,70,125,344,43,113,319.0,793.0,0.68,0.44,0.35,0.42,0.36,0.36,0.38,0.09,0.08,0.11,0.05,0.09,0.43,0.14
203503,T. Snell,2015-16,37,82,11,41,22,61,7,20,4,16,45,118,11,36,137.0,374.0,0.45,0.27,0.36,0.35,0.25,0.38,0.31,0.22,0.11,0.16,0.05,0.04,0.32,0.1
203503,T. Snell,2016-17,66,99,8,23,28,64,24,70,32,75,87,208,56,145,301.0,684.0,0.67,0.35,0.44,0.34,0.43,0.42,0.39,0.14,0.03,0.09,0.1,0.11,0.3,0.21
203503,T. Snell,2017-18,49,79,10,34,18,44,20,43,25,61,63,164,45,104,230.0,529.0,0.62,0.29,0.41,0.47,0.41,0.38,0.43,0.15,0.06,0.08,0.08,0.12,0.31,0.2
203503,T. Snell,2018-19,67,103,7,29,8,25,18,40,10,26,53,137,28,66,191.0,426.0,0.65,0.24,0.32,0.45,0.38,0.39,0.42,0.24,0.07,0.06,0.09,0.06,0.32,0.15
203503,T. Snell,2019-20,34,50,20,46,14,33,19,43,23,55,60,154,42,98,212.0,479.0,0.68,0.43,0.42,0.44,0.42,0.39,0.43,0.1,0.1,0.07,0.09,0.11,0.32,0.2
203503,T. Snell,2020-21,9,16,9,29,8,17,14,23,14,27,34,59,28,50,116.0,221.0,0.56,0.31,0.47,0.61,0.52,0.58,0.56,0.07,0.13,0.08,0.1,0.12,0.27,0.23
203503,T. Snell,2021-22,16,22,4,14,4,8,9,28,13,34,23,65,22,62,91.0,233.0,0.73,0.29,0.5,0.32,0.38,0.35,0.35,0.09,0.06,0.03,0.12,0.15,0.28,0.27
203503,T. Snell,2022-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203503,T. Snell,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203503,T. Snell,2024-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203504,T. Burke,2015-16,61,121,30,77,83,180,11,25,10,33,67,192,21,58,283.0,686.0,0.5,0.39,0.46,0.44,0.3,0.35,0.36,0.18,0.11,0.26,0.04,0.05,0.28,0.08
203504,T. Burke,2016-17,19,38,13,31,53,116,5,5,3,7,23,58,8,12,124.0,267.0,0.5,0.42,0.46,1.0,0.43,0.4,0.67,0.14,0.12,0.43,0.02,0.03,0.22,0.04
203504,T. Burke,2017-18,46,64,20,49,89,166,5,10,2,5,31,87,7,15,200.0,396.0,0.72,0.41,0.54,0.5,0.4,0.36,0.47,0.16,0.12,0.42,0.03,0.01,0.22,0.04
203504,T. Burke,2018-19,78,139,40,101,62,149,4,14,4,10,48,132,8,24,244.0,569.0,0.56,0.4,0.42,0.29,0.4,0.36,0.33,0.24,0.18,0.26,0.02,0.02,0.23,0.04
203504,T. Burke,2019-20,30,59,9,20,23,55,4,8,4,9,24,56,8,17,102.0,224.0,0.51,0.45,0.42,0.5,0.44,0.43,0.47,0.26,0.09,0.25,0.04,0.04,0.25,0.08
203504,T. Burke,2020-21,32,66,18,39,43,84,10,25,5,23,42,115,15,48,165.0,400.0,0.48,0.46,0.51,0.4,0.22,0.37,0.31,0.16,0.1,0.21,0.06,0.06,0.29,0.12
203504,T. Burke,2021-22,16,29,18,40,24,64,3,5,4,7,19,70,7,12,91.0,227.0,0.55,0.45,0.38,0.6,0.57,0.27,0.58,0.13,0.18,0.28,0.02,0.03,0.31,0.05
203504,T. Burke,2022-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203504,T. Burke,2024-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203507,Giannis Antetokounmpo,2015-16,368,556,50,150,67,198,4,14,8,21,15,68,12,35,524.0,1042.0,0.66,0.33,0.34,0.29,0.38,0.22,0.34,0.53,0.14,0.19,0.01,0.02,0.07,0.03
203507,Giannis Antetokounmpo,2016-17,456,663,66,162,85,254,0,8,5,14,44,153,5,22,661.0,1276.0,0.69,0.41,0.33,0.0,0.36,0.29,0.23,0.52,0.13,0.2,0.01,0.01,0.12,0.02
203507,Giannis Antetokounmpo,2017-18,500,699,87,229,113,335,4,9,1,6,37,123,5,15,747.0,1416.0,0.72,0.38,0.34,0.44,0.17,0.3,0.33,0.49,0.16,0.24,0.01,0.0,0.09,0.01
203507,Giannis Antetokounmpo,2018-19,567,769,62,161,40,116,2,6,0,3,50,191,2,9,723.0,1255.0,0.74,0.39,0.34,0.33,0.0,0.26,0.22,0.61,0.13,0.09,0.0,0.0,0.15,0.01
203507,Giannis Antetokounmpo,2019-20,483,651,68,178,45,116,5,8,0,2,84,283,5,10,690.0,1248.0,0.74,0.38,0.39,0.62,0.0,0.3,0.5,0.52,0.14,0.09,0.01,0.0,0.23,0.01
203507,Giannis Antetokounmpo,2020-21,435,539,73,197,51,143,3,6,0,5,64,210,3,11,629.0,1111.0,0.81,0.37,0.36,0.5,0.0,0.3,0.27,0.49,0.18,0.13,0.01,0.0,0.19,0.01
203507,Giannis Antetokounmpo,2021-22,444,580,89,218,85,205,1,4,0,2,70,234,1,6,690.0,1249.0,0.77,0.41,0.41,0.25,0.0,0.3,0.17,0.46,0.17,0.16,0.0,0.0,0.19,0.0
203507,Giannis Antetokounmpo,2022-23,536,718,55,197,69,192,1,5,0,0,46,166,1,5,708.0,1283.0,0.75,0.28,0.36,0.2,0.0,0.28,0.2,0.56,0.15,0.15,0.0,0.0,0.13,0.0
203507,Giannis Antetokounmpo,2023-24,661,853,81,218,61,174,0,3,0,0,34,120,0,3,837.0,1371.0,0.77,0.37,0.35,0.0,0.0,0.28,0.0,0.62,0.16,0.13,0.0,0.0,0.09,0.0
203507,Giannis Antetokounmpo,2024-25,561,749,93,224,125,283,0,1,0,2,14,59,0,3,793.0,1321.0,0.75,0.42,0.44,0.0,0.0,0.24,0.0,0.57,0.17,0.21,0.0,0.0,0.04,0.0
203515,P. Pressey,2015-16,22,40,1,7,3,13,0,2,0,0,4,15,0,2,30.0,79.0,0.55,0.14,0.23,0.0,0.0,0.27,0.0,0.51,0.09,0.16,0.03,0.0,0.19,0.03
203515,P. Pressey,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203516,J. Ennis III,2015-16,25,44,1,3,2,8,5,6,4,10,17,41,9,16,63.0,128.0,0.57,0.33,0.25,0.83,0.4,0.41,0.56,0.34,0.02,0.06,0.05,0.08,0.32,0.12
203516,J. Ennis III,2016-17,84,148,3,11,8,25,14,32,10,26,26,77,24,58,169.0,377.0,0.57,0.27,0.32,0.44,0.38,0.34,0.41,0.39,0.03,0.07,0.08,0.07,0.2,0.15
203516,J. Ennis III,2017-18,100,155,11,32,21,45,11,29,7,24,32,99,18,53,200.0,437.0,0.65,0.34,0.47,0.38,0.29,0.32,0.34,0.35,0.07,0.1,0.07,0.05,0.23,0.12
203516,J. Ennis III,2018-19,76,119,4,12,3,7,15,34,17,46,23,76,32,80,170.0,374.0,0.64,0.33,0.43,0.44,0.37,0.3,0.4,0.32,0.03,0.02,0.09,0.12,0.2,0.21
203516,J. Ennis III,2019-20,89,147,10,26,6,17,11,30,12,30,32,107,23,60,183.0,417.0,0.61,0.38,0.35,0.37,0.4,0.3,0.38,0.35,0.06,0.04,0.07,0.07,0.26,0.14
203516,J. Ennis III,2020-21,47,80,15,43,8,16,12,16,3,13,30,75,15,29,130.0,272.0,0.59,0.35,0.5,0.75,0.23,0.4,0.52,0.29,0.16,0.06,0.06,0.05,0.28,0.11
203516,J. Ennis III,2021-22,8,15,0,0,0,1,0,0,0,1,3,7,0,1,11.0,25.0,0.53,0.0,0.0,0.0,0.0,0.43,0.0,0.6,0.0,0.04,0.0,0.04,0.28,0.04
203521,M. Dellavedova,2015-16,27,55,48,128,34,89,12,21,10,22,76,196,22,43,229.0,554.0,0.49,0.38,0.38,0.57,0.45,0.39,0.51,0.1,0.23,0.16,0.04,0.04,0.35,0.08
203521,M. Dellavedova,2016-17,36,88,60,141,33,90,6,15,6,18,66,181,12,33,219.0,566.0,0.41,0.43,0.37,0.4,0.33,0.36,0.36,0.16,0.25,0.16,0.03,0.03,0.32,0.06
203521,M. Dellavedova,2017-18,7,18,14,40,5,17,1,4,4,7,24,66,5,11,60.0,163.0,0.39,0.35,0.29,0.25,0.57,0.36,0.45,0.11,0.25,0.1,0.02,0.04,0.4,0.07
203521,M. Dellavedova,2018-19,19,34,27,60,8,18,1,5,0,3,43,118,1,8,99.0,246.0,0.56,0.45,0.44,0.2,0.0,0.36,0.12,0.14,0.24,0.07,0.02,0.01,0.48,0.03
203521,M. Dellavedova,2019-20,13,26,25,50,3,8,4,12,1,4,16,75,5,16,67.0,191.0,0.5,0.5,0.38,0.33,0.25,0.21,0.31,0.14,0.26,0.04,0.06,0.02,0.39,0.08
203521,M. Dellavedova,2020-21,4,13,6,17,0,1,0,2,0,2,4,21,0,4,14.0,60.0,0.31,0.35,0.0,0.0,0.0,0.19,0.0,0.22,0.28,0.02,0.03,0.03,0.35,0.07
203521,M. Dellavedova,2022-23,3,5,4,15,1,3,2,2,1,3,6,22,3,5,20.0,55.0,0.6,0.27,0.33,1.0,0.33,0.27,0.6,0.09,0.27,0.05,0.04,0.05,0.4,0.09
203530,J. Lauvergne,2015-16,115,184,30,66,37,76,1,10,3,11,9,33,4,21,199.0,401.0,0.62,0.45,0.49,0.1,0.27,0.27,0.19,0.46,0.16,0.19,0.02,0.03,0.08,0.05
203530,J. Lauvergne,2016-17,84,151,19,49,12,38,6,16,6,12,21,69,12,28,160.0,363.0,0.56,0.39,0.32,0.38,0.5,0.3,0.43,0.42,0.13,0.1,0.04,0.03,0.19,0.08
203530,J. Lauvergne,2017-18,72,109,22,68,4,8,0,1,0,2,0,1,0,3,98.0,192.0,0.66,0.32,0.5,0.0,0.0,0.0,0.0,0.57,0.35,0.04,0.01,0.01,0.01,0.02
203546,I. Clark,2015-16,31,53,12,35,16,30,6,19,3,9,20,55,9,28,97.0,229.0,0.58,0.34,0.53,0.32,0.33,0.36,0.32,0.23,0.15,0.13,0.08,0.04,0.24,0.12
203546,I. Clark,2016-17,74,111,33,71,43,88,8,24,8,24,45,112,16,48,227.0,478.0,0.67,0.46,0.49,0.33,0.33,0.4,0.33,0.23,0.15,0.18,0.05,0.05,0.23,0.1
203546,I. Clark,2017-18,58,91,55,109,47,100,9,27,12,28,41,138,21,55,243.0,548.0,0.64,0.5,0.47,0.33,0.43,0.3,0.38,0.17,0.2,0.18,0.05,0.05,0.25,0.1
203546,I. Clark,2018-19,32,55,32,73,22,54,8,23,10,26,47,152,18,49,169.0,432.0,0.58,0.44,0.41,0.35,0.38,0.31,0.37,0.13,0.17,0.12,0.05,0.06,0.35,0.11
203552,Seth Curry,2015-16,17,26,12,28,23,59,9,12,9,18,32,80,18,30,120.0,253.0,0.65,0.43,0.39,0.75,0.5,0.4,0.6,0.1,0.11,0.23,0.05,0.07,0.32,0.12
203552,Seth Curry,2016-17,67,106,52,87,82,188,15,32,20,41,102,248,35,73,373.0,775.0,0.63,0.6,0.44,0.47,0.49,0.41,0.48,0.14,0.11,0.24,0.04,0.05,0.32,0.09
203552,Seth Curry,2018-19,32,59,20,38,47,117,16,25,10,28,87,198,26,53,238.0,518.0,0.54,0.53,0.4,0.64,0.36,0.44,0.49,0.11,0.07,0.23,0.05,0.05,0.38,0.1
203552,Seth Curry,2019-20,41,62,39,85,59,108,11,26,18,37,116,255,29,63,313.0,636.0,0.66,0.46,0.55,0.42,0.49,0.45,0.46,0.1,0.13,0.17,0.04,0.06,0.4,0.1
203552,Seth Curry,2020-21,29,57,32,70,70,144,13,24,18,28,96,228,31,52,289.0,603.0,0.51,0.46,0.49,0.54,0.64,0.42,0.6,0.09,0.12,0.24,0.04,0.05,0.38,0.09
203552,Seth Curry,2021-22,36,54,44,82,122,230,18,36,18,38,122,299,36,74,396.0,813.0,0.67,0.54,0.53,0.5,0.47,0.41,0.49,0.07,0.1,0.28,0.04,0.05,0.37,0.09
203552,Seth Curry,2022-23,21,34,16,32,77,151,10,30,15,31,69,171,25,61,233.0,510.0,0.62,0.5,0.51,0.33,0.48,0.4,0.41,0.07,0.06,0.3,0.06,0.06,0.34,0.12
203552,Seth Curry,2023-24,12,15,9,21,21,60,13,21,5,19,20,67,18,40,98.0,243.0,0.8,0.43,0.35,0.62,0.26,0.3,0.45,0.06,0.09,0.25,0.09,0.08,0.28,0.16
203552,Seth Curry,2024-25,24,32,14,41,43,88,16,29,16,30,51,123,32,59,196.0,402.0,0.75,0.34,0.49,0.55,0.53,0.41,0.54,0.08,0.1,0.22,0.07,0.07,0.31,0.15
203584,T. Daniels,2015-16,4,7,4,16,22,42,10,17,9,14,40,91,19,31,108.0,218.0,0.57,0.25,0.52,0.59,0.64,0.44,0.61,0.03,0.07,0.19,0.08,0.06,0.42,0.14
203584,T. Daniels,2016-17,8,24,6,22,33,94,11,22,16,28,110,302,27,50,211.0,542.0,0.33,0.27,0.35,0.5,0.57,0.36,0.54,0.04,0.04,0.17,0.04,0.05,0.56,0.09
203584,T. Daniels,2017-18,13,29,14,30,22,58,28,55,28,59,127,342,56,114,288.0,687.0,0.45,0.47,0.38,0.51,0.47,0.37,0.49,0.04,0.04,0.08,0.08,0.09,0.5,0.17
203584,T. Daniels,2018-19,10,24,11,19,18,38,11,22,11,21,52,151,22,43,135.0,318.0,0.42,0.58,0.47,0.5,0.52,0.34,0.51,0.08,0.06,0.12,0.07,0.07,0.47,0.14
203584,T. Daniels,2019-20,8,14,8,13,10,27,8,19,8,18,30,95,16,37,88.0,223.0,0.57,0.62,0.37,0.42,0.44,0.32,0.43,0.06,0.06,0.12,0.09,0.08,0.43,0.17
203585,R. McGruder,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203585,R. McGruder,2016-17,73,106,30,86,14,48,23,62,19,59,30,96,42,121,231.0,578.0,0.69,0.35,0.29,0.37,0.32,0.31,0.35,0.18,0.15,0.08,0.11,0.1,0.17,0.21
203585,R. McGruder,2017-18,14,18,4,12,3,8,2,10,6,13,7,12,8,23,44.0,96.0,0.78,0.33,0.38,0.2,0.46,0.58,0.35,0.19,0.12,0.08,0.1,0.14,0.12,0.24
203585,R. McGruder,2018-19,59,103,41,112,7,21,14,40,16,45,49,139,30,85,216.0,545.0,0.57,0.37,0.33,0.35,0.36,0.35,0.35,0.19,0.21,0.04,0.07,0.08,0.26,0.16
203585,R. McGruder,2019-20,26,41,21,46,1,5,4,19,6,29,14,41,10,48,82.0,229.0,0.63,0.46,0.2,0.21,0.21,0.34,0.21,0.18,0.2,0.02,0.08,0.13,0.18,0.21
203585,R. McGruder,2020-21,14,23,8,17,4,6,4,7,1,6,6,11,5,13,42.0,83.0,0.61,0.47,0.67,0.57,0.17,0.55,0.38,0.28,0.2,0.07,0.08,0.07,0.13,0.16
203585,R. McGruder,2021-22,26,44,7,21,7,14,21,45,11,28,26,72,32,73,130.0,297.0,0.59,0.33,0.5,0.47,0.39,0.36,0.44,0.15,0.07,0.05,0.15,0.09,0.24,0.25
203585,R. McGruder,2022-23,15,23,5,24,2,9,10,27,6,17,24,52,16,44,78.0,196.0,0.65,0.21,0.22,0.37,0.35,0.46,0.36,0.12,0.12,0.05,0.14,0.09,0.27,0.22
203613,J. Simmons,2015-16,82,124,11,38,11,33,5,12,6,10,7,23,11,22,133.0,262.0,0.66,0.29,0.33,0.42,0.6,0.3,0.5,0.47,0.15,0.13,0.05,0.04,0.09,0.08
203613,J. Simmons,2016-17,91,164,24,51,32,104,8,25,4,14,18,59,12,39,189.0,456.0,0.55,0.47,0.31,0.32,0.29,0.31,0.31,0.36,0.11,0.23,0.05,0.03,0.13,0.09
